qid,query,n_words,n_verbs,n_nouns,verbs,nouns,split
9349,A man in grey sweater is fixing the roof and a woman in red sweater is talking in front of a camera,22,2,7,fixing|talking,man|sweater|roof|woman|sweater|front|camera,val
6511,A woman is walking through the streets of a busy city while carrying her baby in her shoulder.,18,2,5,walking|carrying,woman|streets|city|baby|shoulder,val
6626,A video of a family on a sunny day,9,0,3,,video|family|day,val
7905,People are walking around a building filled with large Buddha statues.,11,2,4,walking|filled,People|building|Buddha|statues,val
216,Man vlogs in between two speakers.,6,1,2,vlogs,Man|speakers,val
494,Elon Musk explain his robots in Tesala Motors,8,1,5,explain,Elon|Musk|robots|Tesala|Motors,val
2589,Two man are walking through a car factory speaking on diffenert aspects of bare cars.,15,2,5,walking|speaking,man|car|factory|aspects|cars,val
6924,Two men are watching vehicles being assembled in a factory.,10,2,3,watching|assembled,men|vehicles|factory,val
7473,Two men in black are walking through a factory together.,10,1,3,walking,men|black|factory,val
9719,A man and a child are picking through the rubble in an area.,13,1,4,picking,man|child|rubble|area,val
9727,Navy ships are sailing in the ocean.,7,1,3,sailing,Navy|ships|ocean,val
10104,Man wearing white is standing in a grave site.,9,2,3,wearing|standing,Man|white|site,val
4985,A man is describing the gym onboard the cruise ship he is on,13,1,4,describing,man|gym|cruise|ship,val
5985,Woman looks out at a large body of water.,9,1,3,looks,Woman|body|water,val
5552,People walk down a manicured sidewalk.,6,2,2,walk|manicured,People|sidewalk,val
7765,Woman tries on different plaid coats.,6,1,3,tries,Woman|plaid|coats,val
8255,A young girl with glasses and a hat is recording herself while walking in the park.,16,2,4,recording|walking,girl|glasses|hat|park,val
9171,A newscast does a live report from a Pennsylvania storm,10,1,4,does,newscast|report|Pennsylvania|storm,val
3031,Man wears a black mask while out on the beach with friends.,12,1,4,wears,Man|mask|beach|friends,val
3370,Two people check out a bakery and eat some of the treats there.,13,2,3,check|eat,people|bakery|treats,val
6453,Group of people are having fun and enjoying their dinner,10,2,4,having|enjoying,Group|people|fun|dinner,val
1985,A guy filming from a hill top,7,1,3,filming,guy|hill|top,val
4232,A man in sunglasses by a window is eating a noodle soup dish.,13,1,6,eating,man|sunglasses|window|noodle|soup|dish,val
4327,Man without vest in gray stands in rocks with crazy camera moves.,12,1,4,stands,Man|rocks|camera|moves,val
657,Woman enters a hotel room and shows it off.,9,2,3,enters|shows,Woman|hotel|room,val
7650,The cameras pans around the city showing it's skyscrapers in the distance.,12,1,4,showing,pans|city|skyscrapers|distance,val
7747,Different foods are ordered in restaurants.,6,1,2,ordered,foods|restaurants,val
4072,Girl sharing tips to make video from iPhone,8,2,4,sharing|make,Girl|tips|video|iPhone,val
1195,An Asian man sitting next to an Asian woman putting his fingers together while talking,15,3,3,sitting|putting|talking,man|woman|fingers,val
3449,A chef cooking chicken and a plate of food,9,0,5,,chef|cooking|chicken|plate|food,val
6413,A man wearing a hat and young woman in a black and white dress sit by a table outside and talk.,21,3,5,wearing|sit|talk,man|hat|woman|dress|table,val
5004,Woman works out on the rings.,6,1,2,works,Woman|rings,val
6148,Group of friends are enjoying their breakfast,7,1,3,enjoying,Group|friends|breakfast,val
6646,A woman is doing exercises while hanging from two circles.,10,2,3,doing|hanging,woman|exercises|circles,val
8072,Man and woman talk with their luggage next to them.,10,1,3,talk,Man|woman|luggage,val
5699,People hold hands walking away.,5,2,2,hold|walking,People|hands,val
3880,The man in the yellow T-shirt is standing on Lego and then pretending to be hurt.,16,3,4,standing|pretending|hurt,man|T|shirt|Lego,val
5243,"A pouch of mayonnaise is dispensed into the pants of a young girl as 'punishment', who then has to wear it.",21,3,5,dispensed|has|wear,pouch|mayonnaise|pants|girl|punishment,val
6209,"A girl and her little sister redefine ""jump and scream to the max"" as they excitedly announce game prizes, including an iPhone 12 Pro Max",25,5,8,redefine|jump|scream|announce|including,girl|sister|max|game|prizes|iPhone|Pro|Max,val
7343,Man holds a vhs when playing with the kids.,9,2,3,holds|playing,Man|vhs|kids,val
1925,A youtuber editing his video before upload,7,1,3,editing,youtuber|video|upload,val
2245,A guy editing his travel video for his blog,9,1,4,editing,guy|travel|video|blog,val
3035,Masked man drives while his friend wears a mask under his chin.,12,2,4,drives|wears,man|friend|mask|chin,val
9028,two men drive in a car during the daytime,9,1,3,drive,men|car|daytime,val
9724,James Comey gives a speech in the middle of a aisle.,11,1,5,gives,James|Comey|speech|middle|aisle,val
9993,Internal documetns being displayed with bullets,6,1,2,displayed,documetns|bullets,val
10106,Woman sits behind a desk that has a laptop with the show name on it.,15,2,5,sits|has,Woman|desk|laptop|show|name,val
435,the woman in the green cap and the man with the black sweater talk outside while hiking.,17,1,5,hiking,woman|cap|man|sweater|talk,val
471,Man puts a mixture onto tortillas.,6,1,3,puts,Man|mixture|tortillas,val
526,A girl is lying on her mother's chest.,8,1,3,lying,girl|mother|chest,val
8841,Mother and father update little girl's bedroom,7,1,4,update,Mother|father|girl|bedroom,val
1743,A group of children in their school outfits walk through a field together.,13,1,5,walk,group|children|school|outfits|field,val
3858,School kids singing at a school,6,1,3,singing,School|kids|school,val
4164,School girl making v log during lunch,7,1,5,making,School|girl|v|log|lunch,val
6928,Camera is looking up a two teen boys in matching suits.,11,1,5,looking,Camera|teen|boys|matching|suits,val
8663,a woman drinks a bottle of water,7,1,3,drinks,woman|bottle|water,val
2104,A man and a woman pose dressed like characters from a video game.,13,2,5,pose|dressed,man|woman|characters|video|game,val
5698,A couple is shopping in the milk section of a grocery store.,12,1,5,shopping,couple|milk|section|grocery|store,val
7751,Woman looks through a menu.,5,1,2,looks,Woman|menu,val
2562,A lady walking on a snowy ice,7,1,2,walking,lady|ice,val
2698,Young Mother have some chat with her sun,8,1,4,have,Young|Mother|chat|sun,val
4130,A woman in a white winter hat is driving through a snowy place.,13,1,4,driving,woman|winter|hat|place,val
5993,Woman in baseball cap monologues from the car.,8,0,5,,Woman|baseball|cap|monologues|car,val
6129,Two women are talking to each other in front of a camera as well as inside of a car and one of them is wearing a hat and a grey jacket and the other one is wearing a blue coat,40,3,8,talking|wearing|wearing,women|front|camera|car|hat|jacket|one|coat,val
502,A man is talking about the Christmas,7,1,2,talking,man|Christmas,val
2887,Bearded man in blue top narrates outside a apartment building.,10,0,4,,man|narrates|apartment|building,val
9755,A light display is lighting up the streets of a town.,11,1,3,lighting,display|streets|town,val
10092,A woman in black coat is talking in front of the camera,12,1,4,talking,woman|coat|front|camera,val
10173,Biden speaks between two American flags.,6,1,2,speaks,Biden|flags,val
4309,The dash cam view of the car when it's driving.,10,1,4,driving,dash|cam|view|car,val
5715,A woman with bangs is attending an Asian festival with a large crowd in attendance.,15,1,5,attending,woman|bangs|festival|crowd|attendance,val
8247,The supension bridge covers a large river.,7,1,3,covers,supension|bridge|river,val
9858,Military soldiers in uniform visit a grave in the desert to pay respects.,13,2,5,visit|pay,soldiers|uniform|grave|desert|respects,val
10053,Some African people walk together in a large group and attend a ceremony.,13,2,3,walk|attend,people|group|ceremony,val
10066,An explosion sends a cloud of dust and smoke into the air in a forest.,15,2,5,sends|smoke,explosion|cloud|dust|air|forest,val
472,A woman adds ingredients to a bubbling pot of liquid and covers the pot with a top.,17,3,6,adds|bubbling|covers,woman|ingredients|pot|liquid|pot|top,val
1298,frying yummy Pakora's at home,5,1,3,frying,yummy|Pakora|home,val
6110,Vlogger goes shopping in a beauty store.,7,2,3,goes|shopping,Vlogger|beauty|store,val
6917,Someone is shopping in the store for garlic bulbs.,9,1,2,shopping,store|bulbs,val
8778,A woman holds a bag of chick peas and talks about them.,12,1,4,holds,woman|bag|peas|talks,val
9952,Several NATO nations react to Russian military exercises by hosting their own military exercises,14,2,4,react|hosting,NATO|nations|exercises|exercises,val
10243,Military vehicles fire their weapons.,5,1,2,fire,vehicles|weapons,val
10283,Donald Trump is seated in front of a wall of flags.,11,1,5,seated,Donald|Trump|front|wall|flags,val
9638,Two men stand on a bridge and talk with hand gestures.,11,2,4,stand|talk,men|bridge|hand|gestures,val
9820,Two men in button up suits chat while in the back of an SUV.,14,1,5,chat,men|button|suits|back|SUV,val
10088,A family is preparing a meal in the kitchen and sit down to eat together.,15,3,3,preparing|sit|eat,family|meal|kitchen,val
9714,Mouse points out different areas of a photo of four media.,11,1,4,points,Mouse|areas|photo|media,val
9906,File explorer showing the games tab.,6,1,4,showing,File|explorer|games|tab,val
9949,Someone is going over the use of a video software with a youtube demo on the screen.,17,1,6,going,use|video|software|youtube|demo|screen,val
918,Man in black hat is driving a van.,8,1,3,driving,Man|hat|van,val
6418,The woman shows off views of the rocky red cliffs.,10,1,3,shows,woman|views|cliffs,val
8242,Man in black cap drives a car.,7,1,3,drives,Man|cap|car,val
6448,A woman shows off ornate tapestries.,6,1,2,shows,woman|tapestries,val
7840,View from the desert from a bus window.,8,0,4,,View|desert|bus|window,val
8264,Vlogger walks through a sepia toned cave with statues.,9,1,4,walks,Vlogger|sepia|cave|statues,val
775,A young woman wearing sunglasses talking to the camera and opening a bottle of champagne on the beach.,18,3,6,wearing|talking|opening,woman|sunglasses|camera|bottle|champagne|beach,val
5652,Boats that are docked are shown.,6,2,1,docked|shown,Boats,val
6518,A woman is sitting in front of a window wearing a very bright orange robe.,15,2,4,sitting|wearing,woman|front|window|robe,val
6309,A man and a woman wearing a hat are driving around the golf course in a golf cart.,18,2,7,wearing|driving,man|woman|hat|golf|course|golf|cart,val
6552,A woman and an old man are talking to each other in front of her camera,16,1,4,talking,woman|man|front|camera,val
8225,A woman in black tank top is talking in front of the camera,13,1,5,talking,woman|tank|top|front|camera,val
3411,A girl doing a hotel room doors,7,1,4,doing,girl|hotel|room|doors,val
5490,A woman in glasses is eating a salad at a table.,11,1,4,eating,woman|glasses|salad|table,val
5743,Woman gives a tour of their hotel room.,8,1,4,gives,Woman|tour|hotel|room,val
9058,An exterior space with purple walls and a shower is shown.,11,1,3,shown,space|walls|shower,val
3397,Some amazing scenes from Ireland,5,0,2,,scenes|Ireland,val
5709,The vlogger tours a Guinness museum.,6,1,3,tours,vlogger|Guinness|museum,val
7921,Vlogger goes on tour of various statues.,7,1,3,goes,Vlogger|tour|statues,val
700,Women in masks stand outside a building together.,8,1,3,stand,Women|masks|building,val
7602,A woman in black tank top and a woman in white t-shirt are talking in front of the camera in Paris,21,1,10,talking,woman|tank|top|woman|white|t|shirt|front|camera|Paris,val
7957,Girls are enjoying new ice cream flavor during their travel,10,1,5,enjoying,Girls|ice|cream|flavor|travel,val
584,Woman is walking a dog.,5,1,2,walking,Woman|dog,val
1715,White dog plays with the flip flop.,7,1,2,plays,dog|flop,val
5156,A lady in a black t shirt uses a pair of scissors to trim the fur from the neck and upper back of a white pood;e,26,2,9,uses|trim,lady|t|shirt|pair|scissors|fur|neck|back|pood;e,val
7257,A woman exercises on a yoga mat as her fluffy dog tries to play with her,16,3,4,exercises|tries|play,woman|yoga|mat|dog,val
8454,A Japanese woman is singing in a car whilst her dog stands beside her.,14,2,3,singing|stands,woman|car|dog,val
2450,Uniformed soldier walks around in a circle while men do push ups.,12,2,4,walks|push,soldier|circle|men|ups,val
3899,A military camp drill on a night,7,0,3,,camp|drill|night,val
4927,People are filing out of a bus at night.,9,1,3,filing,People|bus|night,val
7198,A drill sargant barks orders at new recruits.,8,1,4,barks,drill|sargant|orders|recruits,val
7451,People walk in a single file line into a building.,10,1,4,walk,People|file|line|building,val
609,A man wearing a cap backwards talking while some video parts of other videos appear on the left bottom corner of the screen.,23,3,7,wearing|talking|appear,man|cap|video|parts|videos|corner|screen,val
